,title,doi,no_citations,in_dataset,year
360,"The Cenozoic tectonic evolution of the faulted basins in the northern margin of the Eastern Qinling Mountains, Central China: Constraints from fault kinematic analysis",10.1016/j.jseaes.2019.01.018,1,No,2019
377,Soluble helminth products suppress clinical signs in murine experimental autoimmune encephalomyelitis and differentially modulate human dendritic cell activation,10.1016/j.molimm.2012.03.020,1,No,2012
376,Study and characterization of selected nutrients in wild mushrooms from Portugal by gas chromatography and high performance liquid chromatography,10.1016/j.microc.2009.07.002,1,No,2009
375,Fatty acid composition of wild edible mushrooms species: A comparative study,10.1016/j.microc.2009.04.005,1,No,2009
374,The predominant factor influencing cellular behavior on electrospun nanofibrous scaffolds: Wettability or surface morphology?,10.1016/j.matdes.2022.110580,1,No,2022
373,Gold Nanoparticles-Loaded Polyvinylpyrrolidone/Ethylcellulose Coaxial Electrospun Nanofibers with Enhanced Osteogenic Capability for Bone Tissue Regeneration,10.1016/j.matdes.2021.110240,1,No,2021
372,The optimal microarchitecture of 3D-printed β-TCP bone substitutes for vertical bone augmentation differs from that for osteoconduction,10.1016/j.matdes.2021.109650,1,No,2021
371,PEGylated gold nanoparticles promote osteogenic differentiation in in vitro and in vivo systems,10.1016/j.matdes.2020.109231,1,No,2021
370,Incorporation of Sr2+ and Ag nanoparticles into TiO2 nanotubes to synergistically enhance osteogenic and antibacterial activities for bone repair,10.1016/j.matdes.2020.109086,1,No,2020
369,Evolution of surface modification trends in bone related biomaterials: A review,10.1016/j.matchemphys.2019.05.039,1,No,2019
368,Polyacrylonitrile/Fe(III) metal-organic framework fibrous nanocomposites designed for tissue engineering applications,10.1016/j.matchemphys.2019.03.031,1,No,2019
367,Exquisite wild mushrooms as a source of dietary fiber: Analysis in electron-beam irradiated samples,10.1016/j.lwt.2014.10.050,1,No,2015
366,Targeted metabolites analysis in wild Boletus species,10.1016/j.lwt.2011.01.017,1,No,2011
365,Comparison of sprout quality characteristics of desi and kabuli type chickpea cultivars (Cicer arietinum L.),10.1016/j.lwt.2006.05.009,1,No,2007
364,Sterol and vitamin D2 concentrations in cultivated and wild grown mushrooms: Effects of UV irradiation,10.1016/j.lwt.2006.04.003,1,No,2007
363,Concordant structural variations from the surface to the base of the upper mantle in the North China Craton and its tectonic implications,10.1016/j.lithos.2009.12.007,1,No,2010
362,"Integration of geology, geophysics and geochemistry: A key to understanding the North China Craton",10.1016/j.lithos.2006.09.008,1,No,2007
361,"Geometry and kinematic evolution of Riedel shear structures, Capitol Reef National Park, Utah",10.1016/j.jsg.2003.08.003,1,No,2004
421,The multiple-demand (MD) system of the primate brain: mental programs for intelligent behaviour,10.1016/j.tics.2010.01.004,1,No,2010
423,Religious Aspects of Organ Transplantation,10.1016/j.transproceed.2008.03.049,1,No,2008
505,Development and validation of the Working Alliance Inventory.,10.1037/0022-0167.36.2.223,1,No,2005
485,"Geology of the Haiyuan Fault Zone, Ningxia‐Hui Autonomous Region, China, and its relation to the evolution of the Northeastern Margin of the Tibetan Plateau",10.1029/90TC02685,1,No,1991
483,Far‐field lithospheric deformation in Tibet during continental collision,10.1029/2008TC002344,1,No,2009
482,Late Cenozoic evolution of the eastern margin of the Tibetan Plateau: Inferences from<sup>40</sup>Ar/<sup>39</sup>Ar and (U‐Th)/He thermochronology,10.1029/2000TC001246,1,No,2002
481,"Fast late Pleistocene slip rate on the Leng Long Ling segment of the Haiyuan fault, Qinghai, China",10.1029/2000JB000060,1,No,2002
480,"Local, landscape and regional factors structuring benthic macroinvertebrate assemblages in Swedish streams",10.1023/B:LAND.0000036116.44231.1c,1,No,2004
479,Body size and substrate association of littoral insects in relation to vegetation structure,10.1023/A:1026325432000,1,No,2003
478,The quantification of local substrate heterogeneity in streams and its significance for macroinvertebrate assemblages,10.1023/A:1026321331092,1,No,2003
477,Crossing Probabilities and Modular Forms,10.1023/A:1026012600583,1,No,2003
476,Inner‐City African American Parental Involvement in Children's Schooling: Racial Socialization and Social Support from the Parent Community,10.1023/A:1025655109283,1,No,2003
475,-,10.1023/A:1007753421236,1,No,1998
474,Enhanced Condensation on Lubricant-Impregnated Nanotextured Surfaces,10.1021/nn303867y,1,No,2012
473,Patterned Superhydrophobic Surfaces:  Toward a Synthetic Mimic of the Namib Desert Beetle,10.1021/nl060644q,1,No,2006
472,Contact Line Pinning by Microfabricated Patterns: Effects of Microscale Topography,10.1021/la804095y,1,No,2009
471,"Repellency of the Lotus Leaf: Contact Angles, Drop Retention, and Sliding Angles",10.1021/la5019482,1,No,2014
470,Bragg-Type Polarization Gratings Formed in Thick Polymer Films Containing Azobenzene and Tolane Moieties,10.1021/la061587j,1,No,2007
469,Formation of Bragg Gratings with Large Angular Multiplicity by Means of the Photoinduced Reorientation of Azobenzene Copolymers,10.1021/la061506j,1,No,2007
468,Wetting and Self-Cleaning Properties of Artificial Superhydrophobic Surfaces,10.1021/la0401011,1,No,2005
467,Activity Descriptors for CO<sub>2</sub> Electroreduction to Methane on Transition-Metal Catalysts,10.1021/jz201461p,1,No,2012
484,"Late Cenozoic evolution of the central Longmen Shan, eastern Tibet: Insight from (U‐Th)/He thermochronometry",10.1029/2008TC002407,1,No,2009
486,"Amount and style of Late Cenozoic Deformation in the Liupan Shan Area, Ningxia Autonomous Region, China",10.1029/90TC02686,1,No,1991
465,Chemical Composition and Biological Properties of Portuguese Wild Mushrooms: A Comprehensive Study,10.1021/jf8003114,1,No,2008
487,Kinematic model of active deformation in central Asia,10.1029/93GL00128,1,No,1993
504,Initial impact of the fast track prevention trial for conduct problems: II. Classroom effects.,10.1037/0022-006X.67.5.648,1,No,2005
503,School readiness and later achievement.,10.1037/0012-1649.43.6.1428,1,No,2007
502,A picture book reading intervention in day care and home for children from low-income families.,10.1037/0012-1649.30.5.679,1,No,2005
501,School readiness: Integrating cognition and emotion in a neurobiological conceptualization of children's functioning at school entry.,10.1037/0003-066X.57.2.111,1,No,2005
500,The fan effect: New results and new theories.,10.1037//0096-3445.128.2.186,1,No,1999
499,"A solution to Plato's problem: The latent semantic analysis theory of acquisition, induction, and representation of knowledge.",10.1037//0033-295X.104.2.211,1,No,1997
498,Estrogen and Progesterone Modulate Monocyte Cell Cycle Progression and Apoptosis,10.1034/j.1600-0897.2003.00015.x,1,No,2003
497,Haematology and blood chemistry of <i>Cebus apella</i> in relation to sex and age,10.1034/j.1600-0684.2001.300604.x,1,No,2001
496,"Benthic macroinvertebrates in Swedish streams: community structure, taxon richness, and environmental relations",10.1034/j.1600-0587.2003.03380.x,1,No,2003
495,Is any female preponderance in depression secondary to a primary female preponderance in anxiety disorders?,10.1034/j.1600-0447.2001.00375.x,1,No,2001
494,Memory function in normal aging,10.1034/j.1600-0404.107.s179.5.x,1,No,2003
493,Correlates of support for organ donation among three ethnic groups,10.1034/j.1399-0012.1999.t01-2-130107.x,1,No,1999
492,Immune response to <i>Anisakis simplex</i> and other ascarid nematodes,10.1034/j.1398-9995.2000.03402.x,1,No,2000
491,Right‐lateral shear along the Northwest Pacific Margin and the India‐Eurasia Collision,10.1029/TC009i006p01409,1,No,1990
490,Tectonic analysis of fault slip data sets,10.1029/JB089iB07p05835,1,No,1984
489,"Active faulting and tectonics of the Ningxia‐Hui Autonomous Region, China",10.1029/JB089iB06p04427,1,No,1984
488,"Japan Sea, opening history and mechanism: A synthesis",10.1029/93JB03463,1,No,1994
466,"Proximate Chemical Composition, Free Amino Acid Contents, and Free Fatty Acid Contents of Some Wild Edible Mushrooms from Querétaro, México",10.1021/jf970640u,1,No,1997
464,"Phenolic, Polysaccharidic, and Lipidic Fractions of Mushrooms from Northeastern Portugal: Chemical Compounds with Antioxidant Properties",10.1021/jf300739m,1,No,2012
424,Rebuilding community ecology from functional traits,10.1016/j.tree.2006.02.002,1,No,2006
443,Droplet motion on inclined heterogeneous substrates,10.1017/jfm.2013.201,1,No,2013
441,Modelling the formation of today's massive ellipticals,10.1017/S1743921313005334,1,No,2012
440,Nimrod: a system for generating automated very short range forecasts,10.1017/S1350482798000577,1,No,1998
439,GANDOLF: a system for generating automated nowcasts of convective precipitation,10.1017/S135048270000164X,1,No,2000
438,‘Since My Part has Been Well Played’: Conflicting Evaluations of Augustus,10.1017/S0048671X0000179X,1,No,1999
437,"The Nottingham Study of Neurotic Disorder: predictors of 12-year outcome of dysthymic, panic and generalized anxiety disorder",10.1017/S0033291704002569,1,No,2004
436,DSM-IV generalized anxiety disorder in the Australian National Survey of Mental Health and Well-Being,10.1017/S0033291702005512,1,No,2002
435,Low levels of transforming growth factor-beta (TGF-beta) and reduced suppression of Th2-mediated inflammation in hyperreactive human onchocerciasis,10.1017/S0031182010000922,1,No,2011
434,"A History of Human Helminthology. D. I. Grove. 1990. C·A·B International: Wallingford, UK, 1990, 848 pp. Price £55 (ISBN 0-85198-689-7)",10.1017/S0022149X00010579,1,No,1991
433,The dynamics of the spreading of liquids on a solid surface. Part 1. Viscous flow,10.1017/S0022112086000332,1,No,1986
432,The Mechanics of Oblique Slip Faulting,10.1017/S0016756800059987,1,No,1959
431,Friendship in the Classical World,10.1017/CBO9780511612152,1,No,1997
430,Personal Patronage under the Early Empire,10.1017/CBO9780511583612,1,No,1982
429,Horace and the Rhetoric of Authority,10.1017/CBO9780511582875,1,No,1998
428,Attosecond and Strong-Field Physics,10.1017/9781108181839,1,No,2018
427,Excretory-secretory products (ESP) from Fasciola hepatica induce tolerogenic properties in myeloid dendritic cells,10.1016/j.vetimm.2010.04.007,1,No,2010
426,"Expression of interleukin 4, interleukin 4 splice variants and interferon gamma mRNA in calves experimentally infected with Fasciola hepatica",10.1016/j.vetimm.2003.08.002,1,No,2004
425,Phylogenetic diversity and nature conservation: where are we?,10.1016/j.tree.2012.10.015,1,No,2013
442,Regulatory Chill in a Warming World: The Threat to Climate Policy Posed by Investor-State Dispute Settlement,10.1017/S2047102517000309,1,No,2018
444,"Droplet spreading and absorption on rough, permeable substrates",10.1017/jfm.2015.603,1,No,2015
463,Correlation between the Pattern Volatiles and the Overall Aroma of Wild Edible Mushrooms,10.1021/jf073181y,1,No,2008
445,Reduction of matrix ionization interference in laser-enhanced ionization spectrometry,10.1021/ac00231a011,1,No,1981
462,Effects of Conservation Treatment and Cooking on the Chemical Composition and Antioxidant Activity of Portuguese Wild Edible Mushrooms,10.1021/jf070407o,1,No,2007
461,Effects of Stage of Maturity and Cooking on the Chemical Composition of Select Mushroom Varieties,10.1021/jf048541l,1,No,2005
460,Mushroom flavor,10.1021/jf00103a001,1,No,1981
459,Design of Single-Atom Co–N<sub>5</sub> Catalytic Site: A Robust Electrocatalyst for CO<sub>2</sub> Reduction with Nearly 100% CO Selectivity and Remarkable Stability,10.1021/jacs.8b00814,1,No,2018
458,Exclusive Ni–N<sub>4</sub> Sites Realize Near-Unity CO Selectivity for Electrochemical CO<sub>2</sub> Reduction,10.1021/jacs.7b09074,1,No,2017
457,RESISTANCE OF SOLID SURFACES TO WETTING BY WATER,10.1021/ie50320a024,1,No,1936
456,Photoinduced Motions in Azo-Containing Polymers,10.1021/cr970155y,1,No,2002
455,Reactivity of Surface Species in Heterogeneous Catalysts Probed by In Situ X-ray Absorption Techniques,10.1021/cr2000898,1,No,2013
454,Cobalt phthalocyanine crystal synthesized at low temperature,10.1021/cm00017a030,1,No,1991
453,Relation of the Equilibrium Contact Angle to Liquid and Solid Constitution,10.1021/ba-1964-0043.ch001,1,No,1964
452,Single-Shot Quantitative Polarization Imaging of Complex Birefringent Structure Dynamics,10.1021/acsphotonics.1c00788,1,No,2021
451,Electrochemical Reduction of CO<sub>2</sub> Catalyzed by Fe-N-C Materials: A Structure–Selectivity Study,10.1021/acscatal.6b03353,1,No,2017
450,Simultaneous Reduction of CO<sub>2</sub> and Splitting of H<sub>2</sub>O by a Single Immobilized Cobalt Phthalocyanine Electrocatalyst,10.1021/acscatal.6b00543,1,No,2016
449,Accelerated Bone Regeneration by Gold-Nanoparticle-Loaded Mesoporous Silica through Stimulating Immunomodulation,10.1021/acsami.9b16848,1,No,2019
448,Zipping-Depinning: Dissolution of Droplets on Micropatterned Concentric Rings,10.1021/acs.langmuir.8b00256,1,No,2018
447,Bioinspired Smart Materials for Directional Liquid Transport,10.1021/acs.iecr.7b00583,1,No,2017
446,"Homogeneously Catalyzed Electroreduction of Carbon Dioxide—Methods, Mechanisms, and Catalysts",10.1021/acs.chemrev.7b00459,1,No,2018
1346,Predictors of organ donation behavior among Hispanic Americans,10.7182/prtr.15.2.548p24717r135842,1,No,2005
